Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,The bathroom didn't even have a window.,The bathroom didn't even have a window. , The bathroom didn't even have a window.,風呂場は、その窓さえない。,[=JP],В ванной окон вообще не было.,O banheiro sequer tinha alguma abertura.,[=UP],浴室裡，連窗戶都沒有。,浴室里，连窗户都没有。,[=UP],[=UP],[=UP]
,......The only thing that could get out through there was the water that flowed out if you turned on the tap.,...The only thing that could get out of there...was the water that flowed out if you turned on the tap. ,......The only thing that could get out of there was the water that flowed out if you turned on the tap.,……そこから出られるのは、蛇口を捻って溢れ出す流水だけだ。,[=JP],"......Оттуда могла выйти только вода, текущая, если повернуть кран.",......A única coisa que podia escapar daqui era a água que descia pelo encanamento quando você abria a torneira.,[=UP],……能從那出去的，僅限擰開水龍頭所噴出的流水。,……能从那出去的，仅限拧开水龙头所喷出的流水。,[=UP],[=UP],[=UP]
,"......No matter how hard I tried, ......I couldn't think of any way out of here.","...No matter what I do, ...I can't think of a way out of here. ","......No matter what I do, ......I can't think of a way out of here.",……どうやっても、……ここを出られる方法が思いつかない。,[=JP],......Что бы я ни делал...... у меня не получается придумать способ выбраться отсюда.,"......Não importa o quanto me esforce, ......eu não consigo pensar em nenhuma forma de sair daqui.",[=UP],……不管怎麼做都想不出，……能從這出去的方法。,……不管怎么做都想不出，……能从这出去的方法。,[=UP],[=UP],[=UP]
,"Shut in here like this, I was no more or less than a prisoner.","While shut up in a place like this, I truly am a prisoner. ", Being shut up in a place like this makes me a true prisoner.,ここに閉じ込められている自分は、まさに虜。,[=JP],"То, что я заперт здесь, делает меня настоящим пленником.","Preso em um lugar como esse, eu não sou diferente de um simples prisioneiro.",[=UP],被關在這裡的自己，整個就是一俘虜。,被关在这里的自己，整个就是一俘虏。,[=UP],[=UP],[=UP]
,"Unless someone came from outside to save me, ......I wouldn't be able to get out for all eternity.","Unless someone comes from outside to save me, ...I won't be able to get out for all eternity. "," Unless someone comes from outside to save me, ......I won't be able to get out for all eternity.",誰かが外から助けてくれない限り、……ここを永遠に出られはしないのだ。,[=JP],Если меня не придут спасти...... я никогда не смогу выйти отсюда.,"A não ser que alguém de fora venha para me salvar, ......eu ficarei preso aqui por toda a eternidade.",[=UP],除非有誰從外面前來搭救，……否則永遠都沒法從這出去。,除非有谁从外面前来搭救，……否则永远都没法从这出去。,[=UP],[=UP],[=UP]
,".........In that case, couldn't I just call for help?","......In that case, can't I just call for help? ",".........In that case, can't I just call for help? ",………なら、助けを呼べばいいのでは。,[=JP],.........Тогда почему бы мне не позвать на помощь?,".........Sendo assim, eu não poderia pedir por ajuda?",[=UP],………那麼，去喊人來救我出去不就行了。,………那么，去喊人来救我出去不就行了。,[=UP],[=UP],[=UP]
,"Yes, the tiny gap I could make in that door had to exist so that I could call for help.","Yes, the tiny gap I can make in that door must exist so that I can call for help. ","Yes, the tiny gap I can make in that door must exist so that I can call for help.",そう、あの扉に出来るわずかの隙間はやはり、助けを呼ぶためのものなのだ。,[=JP],"Да, я могу открыть в двери крошечную щель для этого.","Sim, a pequena fresta que consigo abrir na porta pode servir para eu chamar por ajuda.",[=UP],對，那扇門所能打開的一絲絲縫隙，果然是為喊人幫忙而留著的。,对，那扇门所能打开的一丝丝缝隙，果然是为喊人帮忙而留着的。,[=UP],[=UP],[=UP]
,But......could I make the words come out...?,But...can I make the words come out...? , But......can I make the words come out...? ,でも、……口から言葉は、出せるだろうか…？,[=JP],Но...... как мне сказать?..,Mas......como vou fazer para as palavras saírem...?,[=UP],但是，……從我的嘴巴，能蹦出話來嗎…？,但是，……从我的嘴巴，能蹦出话来吗…？,[=UP],[=UP],[=UP]
,"I had tried to call out for help before, but for some reason, the words couldn't escape my mouth.","Earlier, I tried to call out for help, but for some reason, the words couldn't escape my mouth. ","Earlier, I tried to call out for help, but for some reason, the words couldn't escape my mouth.",前にも、ここから助けを求めようとしたが、なぜか俺の口から言葉を出すことは出来なかった。,[=JP],"Ранее я пытался позвать на помощь, но почему‐то слова не вышли из моего рта.","Eu já tentei chamar por ajuda antes, mas, por algum motivo, as palavras não vertiam pela minha boca.",[=UP],之前，我也有嘗試過從門縫喊人來幫忙，但不知為何從我的嘴巴，就是喊不出話來。,之前，我也有尝试过从门缝喊人来帮忙，但不知为何从我的嘴巴，就是喊不出话来。,[=UP],[=UP],[=UP]
,......I might have made some kind of mistake.,...Maybe I was just confused. ,[=UP],……何かの、間違いかもしれない。,[=JP],......Я мог что‐то неправильно понять.,......Talvez eu tivesse me confundido.,[=UP],……也許，是哪搞錯了吧。,……也许，是哪搞错了吧。,[=UP],[=UP],[=UP]
,I might have just lost my voice in my haste and confusion.,I might've lost my voice in my haste and confusion. , I might have just lost my voice in my haste and confusion.,焦って混乱していたので、声がかすれてしまっただけかもしれない。,[=JP],"Может, я просто потерял голос в спешке и растерянности?",Eu posso ter perdido a voz por causa da minha apreensão e confusão naquela hora.,[=UP],或許僅僅是因急得心亂如麻，而語未成聲也說不定。,或许仅仅是因急得心乱如麻，而语未成声也说不定。,[=UP],[=UP],[=UP]
,I cracked the door open one more time.,I'll open the door and make that crack appear one more time. , I'll open the door and make that crack appear one more time.,もう一度、扉を開けて隙間を作る。,[=JP],Открою ещё раз щель в двери.,Eu abri uma fresta na porta de novo.,[=UP],我再一次地將門推開了一條縫。,我再一次地将门推开了一条缝。,[=UP],[=UP],[=UP]
,"The warm light of the hallway flowed in, making the darkness of the room stand out all the more...","The warm light of the hallway flowed in, making the darkness of the room stand out all the more... "," The warm light of the hallway flowed in, making the darkness of the room stand out all the more...",温かな廊下の明かりが漏れ、一層、部屋の闇を引き立たせる…。,[=JP],"Из коридора лился тёплый свет, всё больше выделяя темноту комнаты...","A calorosa luz do corredor inundou o quarto, fazendo com que a escuridão do mesmo se afastasse de uma vez só...",[=UP],走廊上的溫暖亮光漏入室內，更進一步地襯托出了房中的陰暗…。,走廊上的温暖亮光漏入室内，更进一步地衬托出了房中的阴暗…。,[=UP],[=UP],[=UP]
,"Though I couldn't hear any voices, I did feel something peaceful.","Though I couldn't hear any voices, I did feel something peaceful. "," Though I couldn't hear any voices, I did feel something peaceful.",声は聞こえずとも、やはり和やかな気配が感じられる。,[=JP],"Я не слышал голосов, но чувствовал нечто мирное.","Embora não conseguisse ouvir vozes, eu pude sentir uma certa tranquilidade.",[=UP],雖並未聽到聲音，但果然是能感到和樂融融的歡快氣息。,虽并未听到声音，但果然是能感到和乐融融的欢快气息。,[=UP],[=UP],[=UP]
,"......I was sure that everyone was in a room at the other end of the hallway, chatting happily about something.","...I'm sure everyone's in the room at the other end of the hallway, chatting happily about something. ","......I'm sure everyone's in the room at the other end of the hallway, chatting happily about something.",……廊下の向こうの部屋にきっとみんながいて、楽しそうに談笑してるに違いないのだ。,[=JP],......Наверняка все радостно болтают о чём‐то в комнате на другом конце коридора.,"......Certamente todos estavam em um quarto ao final do corredor, conversando alegremente sobre algum assunto.",[=UP],……大家肯定是正在走廊對面的房間裡，開心談笑著。,……大家肯定是正在走廊对面的房间里，开心谈笑着。,[=UP],[=UP],[=UP]
,"If I could just call out, someone would surely come to save me......","If I can just call out, surely someone will come to save me... "," If I can just call out, surely someone will come to save me......",声さえ出せれば、きっと誰かが助けに来てくれる……。,[=JP],"Если я смогу позвать на помощь, меня обязательно придут спасти......","Se eu conseguisse gritar, alguém certamente viria me salvar......",[=UP],只要能喊出聲，就一定會有人來救我的……。,只要能喊出声，就一定会有人来救我的……。,[=UP],[=UP],[=UP]
,""".........Haah, .........haah, ............nng...""","""......Haah, ......haah, ......nng..."" ",""".........Haah, .........haah, .........nng...""",「………はぁ、………はぁ、…………んっ、…」,[=JP],""".........Ха‐а......... ха‐а......... нгх...""",[=UP],[=UP],「………哈啊，………哈啊，…………嗯，…」,[=CHT],[=UP],[=UP],[=UP]
,"Holding back some indescribable fear, I tried yelling once more...","Holding back some indescribable fear, I tried yelling once more... ",[=UP],形容し難い、何かの恐怖感に耐えつつ、再び大きな声を出そうと試みる…。,[=JP],"Сдерживая неописуемый страх, я попытался закричать ещё раз...","Com um sentimento de medo difícil de descrever, eu tentei gritar mais uma vez...",[=UP],我邊忍耐著難以形容的莫名恐懼，邊再次嘗試大聲喊叫…。,我边忍耐着难以形容的莫名恐惧，边再次尝试大声喊叫…。,[=UP],[=UP],[=UP]
,"""..................!! ...............!!! .....................!!!!""","""......!! ......!!! .........!!!!"" ","""............!! ............!!! ...............!!!!""",「………………ッッッ！！　……………！！！　…………………ッッッ！！！」,[=JP],"""............! ............!!! ...............!!!!!!""",[=UP],[=UP],「………………！！……………！！！…………………！！！」,[=CHT],[=UP],[=UP],[=UP]
,But the result was the same.,But the result was the same. ,[=UP],だが、結果は同じ。,[=JP],Но результат был тем же.,Mas o resultado foi o mesmo.,[=UP],但是，結果一樣。,但是，结果一样。,[=UP],[=UP],[=UP]
,"It was like trying to yell underwater. ......All I did was get out of breath, unable to call out in the slightest.","It was like trying to yell underwater. ...All I did was get out of breath, unable to call out in the slightest. "," It was like trying to yell underwater. ......All I did was get out of breath, unable to call out in the slightest.",まるで水の中で叫ぼうとしているが如く、……息苦しくなるだけで、何も声を出すことが出来ない。,[=JP],"Словно попытки кричать под водой. ......Я лишь задыхался, не в состоянии позвать на помощь.","Era como gritar debaixo d'água. ......Tudo o que fiz foi ficar sem ar, incapaz de emitir qualquer ruído.",[=UP],如同想在水中喊叫一般，……只是在令自己透不過氣來，什麼聲音都沒發出來。,如同想在水中喊叫一般，……只是在令自己透不过气来，什么声音都没发出来。,[=UP],[=UP],[=UP]
,""".........Haah!! Haah, ......haah, ............haah............""","""......Haah!! Haah, ...haah, ......haah......"" ",""".........Haah!! Haah, ......haah, .........haah.........""",「………ッはあ！！　はぁ、……はあ、…………はぁ…………。」,「………ッはあ！！　はぁ、……はあ、…………はぁ…………」,""".........Ха‐а! Ха‐а...... ха‐а......... ха‐а.........""",[=UP],[=UP],「………哈啊！！哈啊，……哈——，………哈啊…………」,[=CHT],[=UP],[=UP],[=UP]
,"Even though I could say as much as I wanted if I just grumbled to myself inside the room, ......whenever I tried to make my voice reach outside, I choked and was unable to say anything.","Even though I could say as much as I wanted if I just grumbled to myself inside the room, ...whenever I tried to make my voice reach outside, I choked and was unable to say anything. ",[=UP],室内で独り言を愚痴るだけなら、いくらでも喋れるのに、……外に声を伝えようとすると、何も喋ることが出来ず、窒息する。,[=JP],"Я мог говорить сколько угодно, ворча себе под нос в комнате...... но всякий раз, пытаясь сделать так, чтобы мой голос вышел за её пределы, я задыхался и ничего не мог сказать.","Mesmo conseguido dizer o que eu quisesse enquanto eu resmungava comigo mesmo dentro do quarto, ......sempre que eu tentava fazer com que minha voz alcançasse o outro lado, eu sufocava e não conseguia dizer nada.",[=UP],光是在室內自言自語發牢騷的話，明明是想講多少就能講多少，……可一到了想把聲音傳到外面，就什麼都講不出來，直接窒息。,光是在室内自言自语发牢骚的话，明明是想讲多少就能讲多少，……可一到了想把声音传到外面，就什么都讲不出来，直接窒息。,[=UP],[=UP],[=UP]
,I understood.,I understand. , I understand.,理解する。,[=JP],Понятно.,Entendi.,[=UP],明白了。,[=CHT],[=UP],[=UP],[=UP]
,......My body wasn't the only thing imprisoned in this eerie locked room.,...My body isn't the only thing locked up in this eerie closed room. ,......My body isn't the only thing locked up in this eerie closed room.,……この不気味な密室に閉じ込められているのは、俺の体だけじゃない。,[=JP],......Не только я сам заперт в этой жуткой закрытой комнате.,......Meu corpo não é a única coisa aprisionada dentro deste quarto sinistro.,[=UP],……被關在這間陰森森的密室裡的，並不僅僅只是我的身體。,……被关在这间阴森森的密室里的，并不仅仅只是我的身体。,[=UP],[=UP],[=UP]
,"......My voice was, as well......",...My voice is too... ,......My voice is too......,……声もなんだ……。,[=JP],......Мой голос тоже......,......A minha voz também......,[=UP],……還包括了我的聲音……。,……还包括了我的声音……。,[=UP],[=UP],[=UP]
,"Thinking that I could use some other kind of sound to call for help, I tried opening and closing the door violently, making the chain rattle.","Thinking that I could use some other kind of sound to call for help, I tried opening and closing the door violently, making the chain rattle. "," Thinking that I could use some other kind of sound to call for help, I tried opening and closing the door violently, making the chain rattle.",声が駄目なら、音で呼べないかと思い、扉を激しく開け閉めして鎖を鳴らしてみた。,[=JP],"Думая, что можно позвать на помощь другим звуком, я яростно хлопал дверью, от чего гремела цепочка.","Pensando em chamar por ajuda reproduzindo algum outro som, eu tentei abrir e fechar a porta violentamente, fazendo a corrente sacudir.",[=UP],想到既然我的聲音不行，那是不是能用別的響聲來喊人呢，我快速開關起了門想將鎖鏈弄出聲響。,想到既然我的声音不行，那是不是能用别的响声来喊人呢，我快速开关起了门想将锁链弄出声响。,[=UP],[=UP],[=UP]
,"It did sound as though it was making a noisy clanking sound, ......but I was sure it was no good.","It does sound as though it's clanking noisily, ...but it's surely no good. "," It does sound as though it's making a noisy clanking sound, ......but it's surely no good.",確かにそれはガシャガシャと賑やかな音を立てているように聞こえたが、……きっと無駄なのだ。,[=JP],"Да, это вызывало шумный звон...... но ничуть не помогло.","Ela reproduzia um som equivalente a um tinido, ......mas não era o suficiente.",[=UP],雖確實能聽到它發出的“咔嗄咔嗄”的吵鬧響聲，……但一定是白費工夫。,虽确实能听到它发出的“咔嗄咔嗄”的吵闹响声，……但一定是白费工夫。,[=UP],[=UP],[=UP]
,Even this sound......was imprisoned within the locked room.,Even this sound...is being locked inside this closed room. , Even this sound......is being locked inside this closed room.,この音もまた、……この密室に閉じ込められているのだ。,[=JP],Даже такой грохот...... заперт внутри этой закрытой комнаты.,Até mesmo esse som......estava aprisionado dentro do quarto fechado.,[=UP],這個響聲，……也亦是被關在了這個密室之中了。,这个响声，……也亦是被关在了这个密室之中了。,[=UP],[=UP],[=UP]
,"No matter how harsh a sound I made, ......I was certain it would be quieter than a leaf falling by the time it reached the other end of the corridor......","No matter how harsh a sound I make, ...I'm sure it'll be quieter than a leaf falling by the time it reaches the other end of the corridor... "," No matter how harsh a sound I make, ......I'm sure it'll be quieter than a leaf falling by the time it reaches the other end of the corridor......",どんなに激しい音を立てても、……きっと廊下の向こうには、木の葉が落ちる音程度にも、聞こえていまい……。,[=JP],"Каким бы звук ни был резким...... я уверен, он будет тише, чем от листа, упавшего на другом конце коридора......","Não importa que tipo de som eu faça, ......no momento em que alcançar o final do corredor ele provavelmente vai ser mais silencioso que uma folha caindo no chão......",[=UP],不管搞出多麼劇烈的聲響，……在走廊對面，連樹葉落地程度的聲音，都聽不到……。,不管搞出多么剧烈的声响，……在走廊对面，连树叶落地程度的声音，都听不到……。,[=UP],[=UP],[=UP]
,"I tried using the hateful chain that sealed the door to make a sound to call for someone, but that only deepened my despair...","I tried using the hateful chain that sealed the door to make a sound to call for someone, but that only deepened my despair... "," I tried using the hateful chain that sealed the door to make a sound to call for someone, but that only deepened my despair...",この扉を閉ざす憎々しい鎖に音を立てさせて、それによって誰かを呼ぶ試みもまた、一層の絶望を掻き立てるだけだった…。,[=JP],"Чтобы позвать на помощь, я гремел ненавистной цепочкой, запирающей дверь, но это только усугубило моё отчаяние...","Eu tentei usar essa odiosa corrente que selava o quarto para fazer algum barulho que pudesse ser ouvido, mas isso só acabou aprofundando o meu desespero...",[=UP],想以將封住門的可恨鎖鏈弄出聲響，來引起誰的注意的嘗試，又只是更進一步地煽動著絕望…。,想以将封住门的可恨锁链弄出声响，来引起谁的注意的尝试，又只是更进一步地煽动着绝望…。,[=UP],[=UP],[=UP]
,"""..................? ......This......chain......?""","""......? ...This......chain...?"" ","""............? ......This......chain......?""",「………………？　……この、……鎖……？」,[=JP],"""............? ......Эта...... цепь...""","""..................? ......Esta......corrente......?""",[=UP],「………………？……這條，……鎖鏈……？」,「………………？……这条，……锁链……？」,[=UP],[=UP],[=UP]
,That's insane...,That's insane... ,[=UP],そんな馬鹿な…。,[=JP],Какое‐то безумие...,Isso é loucura...,[=UP],怎麼可能…。,怎么可能…。,[=UP],[=UP],[=UP]
,"Even though just a second ago, it was a stiff chain that looked like it was used to seal a monster away......","Just a second ago, it was a stiff chain that looked like it might be used to seal a monster away... "," Even though just a second ago, it was a stiff chain that looked like it was used to seal a monster away......",ついさっきまで、まるで化け物を封印するかのような厳しい鎖だったはずなのに……。,[=JP],"Секунду назад цепочка была до того крепкой, что казалось, будто на такую запирали монстра......","Mesmo que, até segundo atrás, ela fosse tão firme que parecia ser usada para selar um monstro......",[=UP],明明直到剛才，那還是條簡直就像是在封印妖怪般的誇張鎖鏈……。,明明直到刚才，那还是条简直就像是在封印妖怪般的夸张锁链……。,[=UP],[=UP],[=UP]
,"At some point, .........it had transformed into a normal chain lock.","But at some point, ...... it had transformed into a normal chain lock. "," At some point, ......... it had transformed into a normal chain lock.",それはいつの間にか、………普通のチェーンロックに、変わっていた。,[=JP],В какой‐то момент......... она превратилась в обычный цепной замок.,"Em algum momento, .........ela se transformou em uma corrente normal.",[=UP],可現在它卻不知從何時起，………變成了條，普普通通的鏈條鎖。,可现在它却不知从何时起，………变成了条，普普通通的链条锁。,[=UP],[=UP],[=UP]
,This changed everything.{n}Now I could just undo it from the inside...!,This changes everything. Now I can just undo it from the inside...! , This changes everything. Now I can just undo it from the inside...! ,これなら、話はまるで違う。内側から、普通に開けることが出来る…！,これなら、話はまるで違う。{n}内側から、普通に開けることが出来る…！,Это всё меняет.{n}Теперь я могу просто открыть его изнутри!..,Isso muda tudo.{n}Agora eu posso rompê‐la por dentro...!,[=UP],這樣一來，事情就完全不一樣了。{n}能夠從門內側，輕鬆平常地開門…！,这样一来，事情就完全不一样了。{n}能够从门内侧，轻松平常地开门…！,[=UP],[=UP],[=UP]
,"I tried to undo the chain, but I couldn't pull it off, the chain not being long enough for that while the door was still open a crack. Of course.","I tried to undo it, but the chain wasn't long enough for that while the door was still open a crack, and I couldn't get it off. Obviously. ","I tried to undo it, but the chain wasn't long enough for that while the door was still open a crack, and I couldn't get it off. Of course.",チェーンを開けようとするが、隙間を開けたままの状態ではチェーンの長さが足りず、外すことは出来ない。当たり前だ。,[=JP],"Я попытался снять цепочку, но она не была достаточно длинной, пока в двери открыта щель, и у меня ничего не вышло. Естественно.","Eu tentei destrancá‐la, mas não consegui puxá‐la pois não era larga o suficiente para isso enquanto a porta ainda estivesse entreaberta. É óbvio.",[=UP],我伸手想要打開鏈條鎖，但在門開著一條縫的情況下，門鏈長度不夠，無法取下。當然的事。,我伸手想要打开链条锁，但在门开着一条缝的情况下，门链长度不够，无法取下。当然的事。,[=UP],[=UP],[=UP]
,"""......C‐calm down...... .....................*gulp*...""","""...C-Calm down... .........*gulp*..."" ","""......C, calm down.....................*gulp*...""",「……お、落ち着け……。…………………ごくり…。」,「……お、落ち着け……。…………………ごくり…」,"""......С‐спокойно.....................*ннг*...""","""......P‐Preciso me acalmar...... .....................*gulp*...""",[=UP],「……冷、冷靜點……。…………………咕嘟…」,「……冷、冷静点……。…………………咕嘟…」,[=UP],[=UP],[=UP]
,"I swallowed, ......and calmly closed the door.",I gulped...and calmly closed the door. ,"I gulped, ......and calmly closed the door.",唾を飲み込んでから、……冷静に扉を閉める。,[=JP],Я сглотнул...... и тихо закрыл дверь.,"Eu engoli em seco, ......e calmamente fechei a porta.",[=UP],我咽下一口唾沫，……沉心靜氣地關上了門。,我咽下一口唾沫，……沉心静气地关上了门。,[=UP],[=UP],[=UP]
,"Then, ......when I saw that the chain had slackened enough, ...I touched it with my finger to make sure.","Then, ...when I saw that the chain had slackened enough, ...I touched it with my finger to make sure. "," Then, ......when I saw that the chain had slackened enough, ...I touched it with my finger to make sure.",そして、……充分にチェーンが弛んだのを見届け、…実際に指で触れてそれを確認する。,[=JP],"Затем...... увидев, что цепочка достаточно ослабла... я дотронулся до неё пальцем, чтобы убедиться.","Então, ......assim que vi que a corrente havia afrouxado o suficiente, ...eu a toquei com meu dedo para ter certeza.",[=UP],接著，……在看到門鏈放得夠松後，…我又用手指摸了下來確認了這一點。,接着，……在看到门链放得够松后，…我又用手指摸了下来确认了这一点。,[=UP],[=UP],[=UP]
,"......When I was little, ......I hated chains, because I could never get them undone right.","...When I was little, ...I hated chains, because I could never get them undone right. ",[=UP],……小さい頃は、チェーンが上手に外せなくて、……大嫌いだった。,[=JP],"......В детстве...... я ненавидел цепочки, потому что никогда не мог их правильно снять.","......Quando criança, ......eu sempre odiei correntes assim porque nunca conseguia abri‐las.",[=UP],……小時候的我，做不到得心應手地打開鏈條鎖，……最討厭它了。,……小时候的我，做不到得心应手地打开链条锁，……最讨厌它了。,[=UP],[=UP],[=UP]
