Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"No one decided this, but it was one of the goals most servants shot for, an unspoken rule.","No one decided this, but it was one of the goals most servants shot for, an unspoken rule. "," No one decided this, but it was one of the goals most servants shot for, an unspoken rule.",誰が決めたわけではないが、それが彼らの勤続の、一つの目標であり、暗黙のルールとなっていた。,[=JP],"Никто так не решал, но такова была цель большинства слуг, негласное правило.","Ninguém decidia isso, mas era o objetivo pelo qual a maior parte dos serviçais visava — uma regra não mencionada.",[=UP],雖說並不是通過誰誰誰確定的，但這也成為了他們繼續工作的一個目標，一條默認的規矩。,虽说并不是通过谁谁谁确定的，但这也成为了他们继续工作的一个目标，一条默认的规矩。,[=UP],[=UP],[=UP]
,"However, I was an exception to that rule.","However, I was an exception to that rule. "," However, I was an exception to that rule.",しかし、我はそのルールからも外れていた。,[=JP],Однако я была исключением из этого правила.,"Entretanto, eu fui a exceção dessa regra.",[=UP],然而，我卻把這條規矩也給破了。,然而，我却把这条规矩也给破了。,[=UP],[=UP],[=UP]
,I continued to live as a servant while going to school in Niijima......,I continued to go to school on Niijima while still living as a servant... , I continued to go to school in Niijima while still living as a servant...,未だ、新島の学校に通い続けながら、使用人生活を続けている……。,[=JP],"Я продолжала ходить в школу на Нииджиме, по‐прежнему живя как слуга...",Continuei a viver como serviçal enquanto frequentava a escola em Niijima......,[=UP],至今仍，邊去新島的學校上學，邊繼續過著傭人的生活……。,至今仍，边去新岛的学校上学，边继续过着佣人的生活……。,[=UP],[=UP],[=UP]
,"That year, all of the Gospel House servants quit at once.","That year, all of the Fukuin House servants quit at once. "," That year, all of the Fukuin House servants quit at once.",その年、ごっそりと福音の家の使用人たちが辞めることとなった。,[=JP],В этом году все слуги Дома Фукуин уволились одновременно.,"Naquele ano, todos os serviçais da Casa Fukuin foram embora ao mesmo tempo.",[=UP],這一年，一個不剩地，福音之家的傭人們全都決定了辭職。,这一年，一个不剩地，福音之家的佣人们全都决定了辞职。,[=UP],[=UP],[=UP]
,It wasn't at all rare for friends to quit at the same time as each other.,It wasn't at all rare for friends to quit at the same time as each other. , It wasn't at all rare for friends to quit at the same time as each other.,仲の良い使用人たちが、連れ立って同時に辞めることは珍しくなかった。,[=JP],Друзья не впервые увольняются в одно и то же время.,Não era incomum que amigos decidissem ir embora ao mesmo tempo.,[=UP],關係好的傭人一起同時辭職，倒也不是少見的事。,关系好的佣人一起同时辞职，倒也不是少见的事。,[=UP],[=UP],[=UP]
,"All of my fellow servants from the Gospel House graduated from the island at once, leaving only me behind...","All of my fellow servants from the Fukuin House graduated from the island at once, leaving only me behind... "," All of my fellow servants from the Fukuin House graduated from the island at once, leaving only me behind...",我だけを残し、福音の家から来た仲間たちは一斉に、この島から卒業していった…。,[=JP],"Все мои коллеги из Дома Фукуин разом выпустились с острова, оставив только меня...","Todos os serviçais da Casa Fukuin que me faziam companhia se graduaram da ilha ao mesmo tempo, deixando‐me para trás...",[=UP],只留下了我一人，來自福音之家的伙伴們，一起從這個島畢業了…。,只留下了我一人，来自福音之家的伙伴们，一起从这个岛毕业了…。,[=UP],[=UP],[=UP]
,"Of course, I hadn't been on particularly good terms with them.","Of course, I wasn't on particularly good terms with them. "," Of course, I wasn't on particularly good terms with them.",我は、別に彼らと仲が良かったわけではない。,[=JP],"Разумеется, у меня с ними были не очень хорошие взаимоотношения.","É claro, não era como se eu tivesse uma boa relação com eles.",[=UP],我和他們的關係稱不上好。,我和他们的关系称不上好。,[=UP],[=UP],[=UP]
,"On the contrary, it was annoying to be treated like a kid and called Yasu all the time.","On the contrary, it was annoying to be treated like a kid and called Yasu all the time. "," On the contrary, it was annoying to be treated like a kid and called Yasu all the time.",むしろ、ヤスヤスと呼ばれ、いつまで経っても半人前扱いだったので、不愉快なくらいだった。,[=JP],"Напротив, раздражало то, что они обращались со мной как с ребёнком и всё время называли Ясу.","Pelo contrário, tê‐los me tratando como criança e me chamando de Yasu o tempo todo era bem incômodo.",[=UP],不如說，由於老被“小安小安”地叫，無論過多久都還被當成半桶水，所以我都覺得他們挺討厭的了。,不如说，由于老被“小安小安”地叫，无论过多久都还被当成半桶水，所以我都觉得他们挺讨厌的了。,[=UP],[=UP],[=UP]
,"Even when new servants had joined, the older ones got them believing that ""Yasu loses things all the time"", so things had still been unpleasant even then.","Though some new servants had come after me, the older ones had already gotten them believing that ""Yasu loses things all the time"", so it wasn't really any more pleasant to have new comrades. "," Even though some new servants had come after me, the older ones had already gotten them believing that 'Yasu loses things all the time', so it wasn't really any more pleasant to have new comrades.",せっかく後輩が入ってきても、先輩たちが私のことを、ヤスはよく物をなくして云々と吹き込んだため、新しい仲間が来ても不愉快なままだったのだ。,[=JP],"Хотя некоторые слуги пришли после меня, старшие уже заверили их, что 'Ясу вечно всё теряет', поэтому заводить новых товарищей было не так уж и приятно.","Sempre que novos serviçais se juntavam, os mais velhos os faziam acreditar que ""Yasu perde as coisas toda hora"", por isso as coisas continuaram desagradáveis mesmo depois de tudo.",[=UP],哪怕難得有後輩進府，因為前輩們會對新人灌輸些，“小安常把東西搞丟”什麼的，所以即便來了新伙伴，我也依舊高興不起來。,哪怕难得有后辈进府，因为前辈们会对新人灌输些，“小安常把东西搞丢”什么的，所以即便来了新伙伴，我也依旧高兴不起来。,[=UP],[=UP],[=UP]
,"Those unpleasant older servants, as well as the ones who started at the same time or after I did, all quit at once.","Those unpleasant older servants, as well as the ones who started at the same time or after I did, all quit at once. "," Those unpleasant older servants, as well as the ones who started at the same time or after I did, all quit at once.",その、不愉快な先輩も同輩も後輩も、一度に辞めることとなった。,[=JP],"Неприятные старшие слуги, а также те, кто пришёл одновременно со мной или после меня, уволились все вместе.","Aqueles desagradáveis serviçais mais velhos, bem como aqueles que começaram ao mesmo tempo ou depois de mim, foram embora juntos.",[=UP],這群令人不快的前輩、同輩、後輩，一股腦地全都決定了辭職。,这群令人不快的前辈、同辈、后辈，一股脑地全都决定了辞职。,[=UP],[=UP],[=UP]
,The Ushiromiya family had no quarrel with those who left. Adult servants were easier to handle in the first place.,The Ushiromiya family made no effort to stop them from leaving. Adult servants were easier to handle in the first place. , The Ushiromiya family had no quarrel with those who left. Adult servants were easier to handle in the first place.,右代宮家は去る者を追わない。そもそも、使用人としては、大人の方が使いやすい。,[=JP],"Семья Уширомия не ссорилась с теми, кто уходил. Во‐первых, со взрослыми слугами проще.","A família Ushiromiya não discutia com aqueles que iam embora. Primeiro de tudo, porque os serviçais mais adultos eram mais fáceis de se lidar.",[=UP],右代宮家是不會去追回要走的人的。說到底，作為傭人來說，比起他們，成年人要好使喚得多。,右代宫家是不会去追回要走的人的。说到底，作为佣人来说，比起他们，成年人要好使唤得多。,[=UP],[=UP],[=UP]
,The Gospel House servants were only accepted so that they could be trained.,The Fukuin House servants were only accepted so that they could be trained. , The Fukuin House servants were only accepted so that they could be trained.,あくまでも福音の家の使用人は、研修として受け容れているだけだ。,[=JP],Слуг Дома Фукуин принимали только ради обучения.,Os serviçais da Casa Fukuin só eram aceitos para que pudessem ser treinados.,[=UP],右代宮家至多不過是在以培訓的形式，接收福音之家的傭人而已。,右代宫家至多不过是在以培训的形式，接收福音之家的佣人而已。,[=UP],[=UP],[=UP]
,"So, all of the servants except for me left, and no one tried to stop them......","And so, all of the servants besides me left, and no one tried to stop them... "," So, all of the other servants left, and no one tried to stop them......",だから、誰も引き止めず、私以外の使用人たちは、一度に辞めた……。,[=JP],"Все другие слуги уходили, и никто их не останавливал......","Por isso, todos os serviçais além de mim foram embora, e ninguém tentou pará‐los......",[=UP],所以，沒有人挽留，除我以外的傭人們，一股腦地全都不幹了……。,所以，没有人挽留，除我以外的佣人们，一股脑地全都不干了……。,[=UP],[=UP],[=UP]
,"""Later, Yasu. Don't go losing stuff again.""","""Later, Yasu. Don't go losing stuff again."" ",[=UP],「じゃーね、ヤス。あんた、物を無くしたりするんじゃないわよ。」,「じゃーね、ヤス。あんた、物を無くしたりするんじゃないわよ」,"""Пока, Ясу. Больше ничего не теряй.""","""Tchau, Yasu. Não vá perder as coisas de novo.""",[=UP],「再見咯，小安。你啊，可別再時不時地搞丟東西了哦。」,「再见咯，小安。你啊，可别再时不时地搞丢东西了哦。」,[=UP],[=UP],[=UP]
,"""......I don't lose things anymore.""","""...I don't lose things anymore."" ",[=UP],「……もう、無くしたりなんかしてません。」,「……もう、無くしたりなんかしてません」,"""......Я и не теряю.""","""......Eu não perco mais as coisas.""",[=UP],「……我已經，再也不會搞丟東西了。」,「……我已经，再也不会搞丢东西了。」,[=UP],[=UP],[=UP]
,"""Hmph, later. Make sure you listen to what Madam says. Don't you go troubling the next group of servants.""","""Hmph, later. Make sure you listen to what Madam says. Don't you go troubling the next group of servants."" ",[=UP],「ふんっ。じゃーね。奥様の言うこと、よく聞くのよ。後から来る仲間に迷惑掛けるんじゃないわよ。」,「ふんっ。じゃーね。奥様の言うこと、よく聞くのよ。後から来る仲間に迷惑掛けるんじゃないわよ」,"""Хмф, пока. Обязательно слушай, что говорит мадам. Не причиняй беспокойства следующей группе слуг.""","""Hmph, tchau. Trate de ouvir o que a madame diz. Não cause problemas para a próxima leva de serviçais.""",[=UP],「哼，再見了。好好聽太太的話。可別給後進府的伙伴添麻煩喲。」,「哼，再见了。好好听太太的话。可别给后进府的伙伴添麻烦哟。」,[=UP],[=UP],[=UP]
,"""......You know, it's still a mystery. Why did someone recommend Yasu?""","""...You know, it's still a mystery. Why was Yasu recommended for this job?"" ",[=UP],「……未だに謎よね。どうしてヤスはここに推薦されたの？」,[=JP],"""......А ведь это по‐прежнему загадка. Почему Ясу порекомендовали?""","""......Sabe, ainda é um mistério. Por que alguém recomendou Yasu?""",[=UP],「……直到現在都是個謎呢。為什麼，小安會被推薦來這？」,「……直到现在都是个谜呢。为什么，小安会被推荐来这？」,[=UP],[=UP],[=UP]
,"""It's even more surprising that Madam let Yasu stay this long.""","""It's even more surprising that Madam let Yasu stay this long."" ",[=UP],「それを言ったら、未だに奥様がヤスの勤務を認めてる方が意外だわ。」,「それを言ったら、未だに奥様がヤスの勤務を認めてる方が意外だわ」,"""Удивительнее то, что мадам до сих пор её не уволила.""","""É ainda mais surpreendente que a madame deixou Yasu ficar tanto tempo.""",[=UP],「一說起這個，至今我都覺得，太太認可小安的工作表現，這事要更令人意外。」,「一说起这个，至今我都觉得，太太认可小安的工作表现，这事要更令人意外。」,[=UP],[=UP],[=UP]
,"""Hey, at least the kid's got the guts to not give up and run away. Keep it up, {i:Yasu}.""","""It must've taken some guts to not give up and run away. Keep it up, Yasu."" ","""It must have taken some guts to not give up and run away. Keep it up, Yasu.""",「逃げ出さない分だけ、根性があるってもんだ。しっかりな、ヤ・ス。」,「逃げ出さない分だけ、根性があるってもんだ。しっかりな、ヤ・ス」,"""Чтобы не сдаться и не сбежать, нужна храбрость. Так держать, {i:Ясу}.""","""Ei, ao menos aquela criança tem coragem para não desistir e se mandar. Continue assim, {i:Yasu}.""",[=UP],「畢竟，小安是有著“沒選擇逃跑”的毅力呢。好好幹，小·安。」,「毕竟，小安是有着“没选择逃跑”的毅力呢。好好干，小·安。」,[=UP],[=UP],[=UP]
,"""I, I......hate being called Yasu...""","""I-I...hate being called Yasu..."" ",[=UP],「わ、私、……ヤスって呼ばれるの、嫌いです…。」,「わ、私、……ヤスって呼ばれるの、嫌いです…」,"""Я... я......ненавижу, когда меня так называют...""","""E‐Eu......odeio que me chamem de Yasu...""",[=UP],「我、我，……不喜歡別人叫我，小安…」,「我、我，……不喜欢别人叫我，小安…」,[=UP],[=UP],[=UP]
,"At the very end, ......I finally said the one thing I'd always wanted to say to them.","At the very end, ...I finally said the one thing I'd always wanted to say to them. ",[=UP],最後の最後に、……彼女らに言い返したかった一言を、ようやく口に出来る。,[=JP],"В самом конце...... я наконец сказала то, что всегда хотела сказать им.","Bem no final, ......eu finalmente disse aquilo que sempre quis dizer a todos.",[=UP],在最後的最後，……我終於把一直都想對她們還口的一句話，說出了口。,在最后的最后，……我终于把一直都想对她们还口的一句话，说出了口。,[=UP],[=UP],[=UP]
,"However, they basically ignored me, and just picked up their things and left...","However, they basically ignored me, and just picked up their things and left... "," However, they basically ignored me, and just picked up their things and left...",しかし彼女らは、大して気にも留めず、荷物をまとめてぞろぞろと出て行くのだった…。,[=JP],"Однако они буквально проигнорировали меня, взяли вещи и ушли...",Mas basicamente me ignoraram e só juntaram suas trouxas e foram embora...,[=UP],然而，她們卻幾乎沒怎麼留意，收拾好行李，一個跟一個地出去了…。,然而，她们却几乎没怎么留意，收拾好行李，一个跟一个地出去了…。,[=UP],[=UP],[=UP]
,"""........................""","""............"" ","""............""",「……………………。」,「……………………」,[=OG],[=UP],[=UP],[=JPC],[=JPC],[=UP],[=UP],[=UP]
Shannon,"""......Guess you never got a chance to become friends with them.""","""...I guess you never got a chance to become friends with them."" ",[=UP],「……みんなとは、ついにお友達になれなかったね。」,「……みんなとは、ついにお友達になれなかったね」,"""......В итоге ты так и не подружилась с ними.""","""......Nunca teve uma chance de fazer amizade com ninguém, né?""",[=UP],「……直到最後，都沒能跟大家成為朋友呢。」,「……直到最后，都没能跟大家成为朋友呢。」,[=UP],[=UP],[=UP]
,"""I wouldn't even want to.""","""I didn't even want to."" ",[=UP],「なりたくもなかったし。」,「なりたくもなかったし」,"""Не очень‐то и хотелось.""","""Não o faria nem se quisesse.""",[=UP],「我又不想和她們交朋友。」,「我又不想和她们交朋友。」,[=UP],[=UP],[=UP]
Shannon,"""Yep. I'm sure they feel the same way, so you're even. Just forget about those people. They don't have anything to do with you anymore. So, there's no reason to give them any more thought.""","""Yeah. I'm sure they feel the same way, so you're even. Let's just forget about those people. They no longer have anything to do with us. So, there's no reason to think about them."" ","""Yep. I'm sure they feel the same way, so you're even. Let's just forget about those people. They no longer have anything to do with us. So, there's no reason to worry about it.""",「うん。向こうもそうだったろうし、お相子だね。あの人たちのことは、もう忘れちゃおう。もう、お互い、何の関わりもない。だから、心に留める必要もない。」,「うん。向こうもそうだったろうし、お相子だね。あの人たちのことは、もう忘れちゃおう。もう、お互い、何の関わりもない。だから、心に留める必要もない」,"""Да. Они наверняка считают так же, так что вы квиты. Давай забудем о них. Они больше не имеют с нами ничего общего. Не о чем беспокоиться.""","""Sim. Tenho certeza que todos se sentiam da mesma forma — um sentimento mútuo. Apenas se esqueça daquelas pessoas. Elas não tem mais nenhuma relação com você. Por isso, não há mais razões para considerá‐las.""",[=UP],「嗯。對方多半也是這麼想的，你和她們算是扯平了呢。就把那群人忘了吧。你們彼此，已經沒有任何關係了。所以，沒必要把她們留在心中。」,「嗯。对方多半也是这么想的，你和她们算是扯平了呢。就把那群人忘了吧。你们彼此，已经没有任何关系了。所以，没必要把她们留在心中。」,[=UP],[=UP],[=UP]
,"""............Yeah. ......You're right.""","""...Yeah. ...You're right."" ","""......Yeah. ......You're right.""",「…………うん。……そうだね。」,「…………うん。……そうだね」,"""......Да. ......Ты права.""","""............Sim. ......Você está certa.""",[=UP],「…………嗯。……是呢。」,[=CHT],[=UP],[=UP],[=UP]
,I felt just a bit disappointed.,I felt just a bit disappointed. ,[=UP],ちょっとだけ、悔しかった。,[=JP],Как‐то обидно.,Apenas senti um pouco de desapontamento.,[=UP],稍微有點，不甘心。,稍微有点，不甘心。,[=UP],[=UP],[=UP]
,I was never able to get them to acknowledge that I'd become a fully‐fledged servant who could take care of myself.,I never got a chance to prove to them that I could take care of myself. , I never got a chance to prove to them that I could take care of myself.,最後まで彼女らに、私がしっかり一人前になったことを、認めてもらえなかった。,[=JP],"Мне так и не представился шанс доказать им, что я могу о себе позаботиться.","Como serviçal, eu me tornei independente e capaz de cuidar de mim, mas nunca fui capaz de fazê‐los reconhecer isso.",[=UP],直到最後，她們都沒對“我已成為了可靠的，能獨當一面的人”抱以認同。,直到最后，她们都没对“我已成为了可靠的，能独当一面的人”抱以认同。,[=UP],[=UP],[=UP]
Shannon,"""It's hard for people to throw off their first impressions. ......That's just how it is. No matter how wonderful a person you grow into, they would probably always call you Yasu and make fun of you. There's no reason for you to seek their validation.""","""It's hard for people to throw off their first impressions. ...That's just how it is. No matter how wonderfully you grow, those people would've probably always called you Yasu and made fun of you. There's no reason for you to want their admiration."" ","""It's hard for people to throw off their first impressions. ......That's just how it is. No matter how wonderful a person you grow into, they would probably always call you Yasu and make fun of you. There's no reason for you to want their admiration.""",「人は、最初の印象をいつまでも引き摺る生き物だからね。……だから仕方がない。あなたがどんなに素晴らしい人間に成長しても、彼女らはきっと、いつまでもヤスと呼び続けて、あなたを馬鹿にしたと思うもの。そんな人たちに認めさせようと思うなんて、全然意味のないことなんだよ。」,「人は、最初の印象をいつまでも引き摺る生き物だからね。……だから仕方がない。あなたがどんなに素晴らしい人間に成長しても、彼女らはきっと、いつまでもヤスと呼び続けて、あなたを馬鹿にしたと思うもの。そんな人たちに認めさせようと思うなんて、全然意味のないことなんだよ」,"""Людям тяжело отказаться от своих первых впечатлений. ......Ничего не поделаешь. В какого бы прекрасного человека ты ни выросла, они бы всегда называли тебя Ясу и смеялись над тобой. Тебе незачем желать их признания.""","""É difícil para as pessoas se livrarem de suas primeiras impressões. ......É assim que as coisas são. Não importa que tipo de pessoa maravilhosa você se torne, provavelmente sempre vão chamar você de Yasu e continuar rindo de você. Não há sentido em ficar buscando pela reconhecimento dos outros.""",[=UP],「人是永遠都會被第一印象牽著鼻子走的生物哦。……所以，這是沒辦法的事。我想，無論你成長為了多麼出類拔萃的人，她們都一定會沒完沒了地叫你小安，鄙視你的。想令這種人承認自己，是完全沒意義的喲。」,「人是永远都会被第一印象牵着鼻子走的生物哦。……所以，这是没办法的事。我想，无论你成长为了多么出类拔萃的人，她们都一定会没完没了地叫你小安，鄙视你的。想令这种人承认自己，是完全没意义的哟。」,[=UP],[=UP],[=UP]
,"""......Yes. Yeah, you're right, Shannon. I'll completely forget about those people.""","""...Yes. Yeah, you're right, Shannon. I'll completely forget about those people."" ",[=UP],「……そうだね。うん、紗音の言う通り。もう、あの人たちのことは綺麗さっぱり忘れるよ。」,「……そうだね。うん、紗音の言う通り。もう、あの人たちのことは綺麗さっぱり忘れるよ」,"""......Верно. Да, ты права, Шаннон. Я выброшу их из головы.""","""......Sim. Sim, tem razão, Shannon. Eu irei esquecer completamente toda aquela gente.""",[=UP],「……是呢。嗯，紗音說得對。我會徹底地把那幫人忘了的。」,「……是呢。嗯，纱音说得对。我会彻底地把那帮人忘了的。」,[=UP],[=UP],[=UP]
