Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
{f:5:Lambdadelta},"""I always ignore anonymous calls and letters. Just throw it away.""","""I always ignore anonymous calls and letters. Just throw it away."" ",[=UP],「私、非通知と差出人不明は全部ポイしちゃう主義なの。そんなの捨てちゃってー。」,「私、非通知と差出人不明は全部ポイしちゃう主義なの。そんなの捨てちゃってー」,"""Я всегда игнорирую анонимные звонки и письма. Выкинь.""","""Eu sempre ignoro cartas e ligações anônimas. Pode jogar fora.""",[=UP],「我的宗旨就是不認識或者搞不清楚寄信人的全部扔掉。那種東西丟掉吧。」,「我的宗旨就是不认识或者搞不清楚寄信人的全部扔掉。那种东西丢掉吧。」,[=UP],[=UP],[=UP]
Chiester00,"""Well, you see, ......this one is a little different...""","""But, ...please look at this..."" ","""But, ......please look at this...""",「それが、……これなのですが。」,「それが、……これなのですが」,"""Но...... взгляните...""","""Bem, então, ......essa é meio diferente...""",[=UP],「不過那個，……是這個。」,「不过那个，……是这个。」,[=UP],[=UP],[=UP]
{f:5:Lambdadelta},"""...............What the... ......Have you told anyone you received this...?""","""......What's that? ...Did you tell anyone you received this...?"" ","""............What's that? ......Did you tell anyone you've received this...?""",「……………何それ。……これ、届いたことは誰かに言った…？」,[=JP],"""............Что?......Ты кому‐нибудь сказала?..""","""...............Quê...? ......Você disse a alguém sobre isso...?""",[=UP],「……………什麼啊這是。……有跟別人說收到這東西了嗎…？」,「……………什么啊这是。……有跟别人说收到这东西了吗…？」,[=UP],[=UP],[=UP]
Chiester00,"""No, only the two Sisters at the reception desk and I know. I have already issued a gag order.""","""No, only the two Sisters at the reception desk and I know. They have already been ordered to keep silent."" ","""No, only the two Sisters at the reception desk and I know. They have already been ordered to keep silent.""",「いえ、受付の姉妹兵２名と私のみです。すでに緘口令を与えました。」,「いえ、受付の姉妹兵２名と私のみです。すでに緘口令を与えました」,"""Нет, только двум Сёстрам за стойкой регистрации, и я поняла. Им уже приказано молчать.""","""Não, apenas as duas Irmãs da recepção e eu sabemos disso. Eu já emiti uma ordem de mordaça.""",[=UP],「沒有，只有負責接待的 2 名姐妹兵和我知道。已經向她們下了封口令。」,「没有，只有负责接待的 2 名姐妹兵和我知道。已经向她们下了封口令。」,[=UP],[=UP],[=UP]
,"The instant she saw the envelope, {f:5:Lambdadelta} snatched it away and lowered her voice.","The instant she saw that envelope, {f:5:Lambdadelta} snatched it away and lowered her voice. ","The instant she saw that envelope, Lambdadelta snatched it away and lowered her voice.",その洋形封筒を見た途端に、ラムダデルタをそれを引ったくり、声を潜める。,その洋形封筒を見た途端に、ラムダデルタはそれを引ったくり、声を潜める。,"Увидев конверт, {f:5:Лямбдадельта} сразу же схватила его и понизила голос.","No instante em que ela viu o envelope, {f:5:Lambdadelta} passou a mão nele e baixou seu tom de voz.",[=UP],在看到那個西式信封的瞬間，拉姆達戴露塔一把把它奪了過來，壓低聲音。,在看到那个西式信封的瞬间，拉姆达戴露塔一把把它夺了过来，压低声音。,[=UP],[=UP],[=UP]
,......{f:5:Bernkastel} had walked away and was apparently making fun of Erika.,...{f:5:Bernkastel} had walked away and was apparently making fun of Erika. ,......Bernkastel had walked away and was apparently making fun of Erika.,……ベルンカステルは向こうに行き、ヱリカをからかっているようだ。,[=JP],......{f:5:Бернкастель} отошла и высмеивала Эрику.,......{f:5:Bernkastel} já havia se distanciado e estava provocando Erika.,[=UP],……貝倫卡斯泰露走到了另一邊，似乎正在嘲笑繪梨花。,……贝伦卡斯泰露走到了另一边，似乎正在嘲笑绘梨花。,[=UP],[=UP],[=UP]
,"Erika was drunk, of course, and Bern was getting that way too.{n}If they were left alone, they'd probably forget about this.","Bern—and of course, Erika—were both drunk. If they were left alone, they'd probably forget about this. "," Bern--and of course, Erika--were both drunk. If they were left alone, they'd probably forget about this.",ヱリカはもちろん、ベルンも結構、酔っ払ってる。そっとしておけば、こっちのことは忘れてるだろう。,ヱリカはもちろん、ベルンも結構、酔っ払ってる。{n}そっとしておけば、こっちのことは忘れてるだろう。,"Берн и, разумеется, Эрика — обе были пьяны.{n}Если их оставить в покое, они забудут.","Erika estava embriagada, é claro, e Bern também estava começando a ficar.{n}Se fossem deixadas de lado, elas provavelmente acabariam esquecendo sobre isso.",[=UP],繪梨花自然不用說，就連貝倫，也都喝醉了吧。{n}要是不做聲的話，怕是都想不起這邊還有人了吧。,绘梨花自然不用说，就连贝伦，也都喝醉了吧。{n}要是不做声的话，怕是都想不起这边还有人了吧。,[=UP],[=UP],[=UP]
,It was true that the envelope had no sender written on it.,It's true that this envelope has no sender written on it. , It's true that this envelope has no sender written on it.,その封筒には確かに差出人名はない。,[=JP],"Да, на конверте не написано имя отправителя.",Era verdade que o envelope não possuía o nome do remetente.,[=UP],信封上確實沒有寫寄信人的名字。,信封上确实没有写寄信人的名字。,[=UP],[=UP],[=UP]
,"......However, the seal done on it in gold leaf...fulfilled the same purpose.","...However, the seal done on it in gold leaf... fulfills the same purpose. ","......However, the seal done on it in gold leaf... fulfills the same purpose.",……しかし、それに匹敵する紋章が、…箔押しされていた。,[=JP],......Но золотая печать на нём... выполняет ту же роль.,......Mas o selo feito com folha de ouro...cumpria com o mesmo propósito.,[=UP],……但是，上面印著，…等同於署名的紋章。,……但是，上面印着，…等同于署名的纹章。,[=UP],[=UP],[=UP]
,......That seal was......,...This seal is... ,......This seal is......,……その紋章は………。,[=JP],......Эта печать......,......Este selo era......,[=UP],……那紋章是………。,……那纹章是………。,[=UP],[=UP],[=UP]
,"{f:5:Lambdadelta} hid behind a pillar, ripped the envelope open, took out the letter inside, and read.","{f:5:Lambdadelta} hid behind a pillar, ripped the envelope open, took out its contents, and read them. "," Lambdadelta hid behind a pillar, ripped the envelope open, took out its contents, and read them.",ラムダデルタは柱の陰に行き、封筒を乱暴に破いて開き、中身を取り出して、それを読む。,[=JP],"{f:5:Лямбдадельта} спряталась за колонну, разорвала конверт, достала содержимое и прочитала.","{f:5:Lambdadelta} escondeu‐se atrás do pilar, rasgou o envelope, pegou a carta que estava dentro e a leu.",[=UP],拉姆達戴露塔走到柱子的陰影之中，粗暴地撕開信封，取出信來讀。,拉姆达戴露塔走到柱子的阴影之中，粗暴地撕开信封，取出信来读。,[=UP],[=UP],[=UP]
,"Her eyes instantly started to glint, .........and she grinned like a kid who'd just gotten a naughty idea...","Her eyes instantly started to glint, ......and she smiled like a kid who's just thought of a nasty trick... "," Her eyes instantly started to glint, .........and she smiled like a kid who's just thought of a nasty trick...",その瞳はすぐに爛々と輝き出し、………にやぁっと、悪巧みを思いついた子供のような笑みを浮かべる…。,[=JP],"Её глаза тут же заблестели......... и она улыбнулась как ребёнок, придумавший злую шутку...","Na mesma hora, seus olhos começaram a brilhar, .........ela sorriu como uma criança que tinha acabado de pensar em alguma artimanha...",[=UP],她的眼睛霎時間熠熠閃光，………臉上現出，像是想到了什麼惡作劇的孩子般的微笑…。,她的眼睛霎时间熠熠闪光，………脸上现出，像是想到了什么恶作剧的孩子般的微笑…。,[=UP],[=UP],[=UP]
Chiester00,"""......What is to be done? The sniper team is carrying red warheads. If you give your permission, I will give the order to load them.""","""...What is to be done? The sniper team is carrying red warheads. If you give your permission, I will give the order to load them."" ",[=UP],「……如何しますか。狙撃班は赤色弾頭を携行しています。ご許可をいただければ、装填命令を出します。」,「……如何しますか。狙撃班は赤色弾頭を携行しています。ご許可をいただければ、装填命令を出します」,"""......Что прикажете? У команды снайперов есть красные боеголовки. Если дадите разрешение, я отдам приказ зарядить их.""","""......O que deve ser feito? A esquadra de snipers está com as ogivas vermelhas.{n}Se conceder permissão, darei a ordem para carregá‐las.""",[=UP],「……該怎麼辦？狙擊班攜帶有紅色彈頭。如得到您的許可，就可下達裝填紅色彈頭的命令。」,「……该怎么办？狙击班携带有红色弹头。如得到您的许可，就可下达装填红色弹头的命令。」,[=UP],[=UP],[=UP]
{f:5:Lambdadelta},"""........................... ......What are you talking about? Do you realize how important these guests are? If a stray bullet hits one of these attendees, all the new Chiester Sisters will be sent straight from the factory to the guillotine for the next ten years.""","""...... ...What are you talking about? Do you realize how important these guests are? If a stray bullet hits one of these attendants, all the new Chiester Sisters will be sent straight from the factory to the guillotine for the next ten years."" ","""..................What are you talking about? Do you realize how important these guests are? If a stray bullet hits one of these attendants, all the new Siesta Sisters will be sent straight from the factory to the guillotine for the next ten years.""",「………………………。……何、言ってんのよ。今日は、どんだけ豪華な来賓が来てると思ってんの？　万一、参列者に流れ弾が当たったら、シエスタ近衛隊の新しい妹たちは、向こう１０年は工場から断頭台に直行しなきゃなんないくらいの責任になるわよ。」,「………………………。……何、言ってんのよ。今日は、どんだけ豪華な来賓が来てると思ってんの？　万一、参列者に流れ弾が当たったら、シエスタ近衛隊の新しい妹たちは、向こう１０年は工場から断頭台に直行しなきゃなんないくらいの責任になるわよ」,"""..................Что ты такое говоришь? Ты хоть понимаешь, как важны эти гости? Если в одного из присутствующих попадёт шальная пуля, всех новых сестёр Чиест следующие десять лет будут отправлять с завода прямиком на гильотину.""","""........................... ......Do que está falando? Você não percebe o quão importantes são os convidados? Se uma bala perdida acerta um deles, todas as Irmãs Chiester serão enviadas da fábrica direto à guilhotina durante os próximos dez anos.""",[=UP],「………………………。……說什麼呢？你以為今天的來賓陣容有多豪華啊？萬一流彈射中了參加者，追究起責任的話，謝絲塔近衛隊新的小妹妹們，往後 10 年都會從工廠直接往斷頭台上送的哦。」,「………………………。……说什么呢？你以为今天的来宾阵容有多豪华啊？万一流弹射中了参加者，追究起责任的话，谢丝塔近卫队新的小妹妹们，往后 10 年都会从工厂直接往断头台上送的哦。」,[=UP],[=UP],[=UP]
Chiester00,"""Understood, ma'am. We will intercept with regular warheads. Shall we post lookouts around the Seven Sisters of Purgatory?""","""Understood. We will intercept with regular warheads. Shall we post watches around the Seven Sisters of Purgatory?"" ","""Understood. We will intercept with regular warheads. Shall we post lookouts around the Seven Sisters of Purgatory?""",「了解。通常弾頭で対応するであります。煉獄の七姉妹には監視をつけますか。」,「了解。通常弾頭で対応するであります。煉獄の七姉妹には監視をつけますか」,"""Поняла. Мы перехватим регулярными боеголовками. Нам разместить дозорных вокруг Семи сестёр чистилища?""","""Sim senhora. Iremos interceptar com ogivas normais. Devemos posicionar vigias ao redor das Sete Irmãs do Purgatório?""",[=UP],「了解。以通常彈頭來應對該情況。需要監視煉獄七姐妹嗎？」,「了解。以通常弹头来应对该情况。需要监视炼狱七姐妹吗？」,[=UP],[=UP],[=UP]
{f:5:Lambdadelta},"""Why would we need those? After all, the Seven Stakes are Battler's...and now Erika's furniture. Why would we post lookouts around our allies? Just make sure security is nice and tight.""","""Why would we need those? After all, the Seven Stakes are Battler's...and now Erika's furniture. Why would we post watches around our allies? Just make sure security is nice and tight."" ",[=UP],「いるわけないでしょー。だって七杭は戦人の、そして今やヱリカの家具じゃない。どうして味方に監視をつけちゃうのー？　とにかく警備を、まーそこそこに、ちゃちゃっと厳重にしなさい。」,「いるわけないでしょー。だって七杭は戦人の、そして今やヱリカの家具じゃない。どうして味方に監視をつけちゃうのー？　とにかく警備を、まーそこそこに、ちゃちゃっと厳重にしなさい」,"""Это ещё зачем? Семь кинжалов теперь мебель Баттлера... и Эрики. Зачем нам расставлять дозорных вокруг своих союзников? Главное строго следите за безопасностью.""","""Por que precisaríamos? Afinal, as Sete Estacas são mobílias do Battler...e agora, mobílias da Erika. Por que vigiaríamos nossas aliadas? Só garanta uma boa e rígida segurança.""",[=UP],「當然不需要咯。因為七樁是戰人，然後現在是繪梨花的家具吧。為什麼要監視自己人啊？總之，馬上，趕快，加強警備吧。」,「当然不需要咯。因为七桩是战人，然后现在是绘梨花的家具吧。为什么要监视自己人啊？总之，马上，赶快，加强警备吧。」,[=UP],[=UP],[=UP]
Chiester00,"""Just now, we received a recommendation from Senior Assistant Inquisitor Gertrude suggesting that we make preparations for battle. Her reasons are unknown.""","""Just now, we received a recommendation from Assistant Inquisitor Gertrude suggesting that we make preparations for battle. Her reasons are unknown."" ","""Just now, we received a recommendation from Assistant Inquisitor Gertrude suggesting that we make preparations for battle. Her reasons are unknown.""",「先ほど、ガートルード上席補佐官より、準戦闘配備勧告を受けました。理由は不明であります。」,「先ほど、ガートルード上席補佐官より、準戦闘配備勧告を受けました。理由は不明であります」,"""Только что мы получили рекомендацию подготовиться к битве от помощника инквизитора, Гертруды. Её причины неизвестны.""","""Agora mesmo, nós recebemos uma recomendação da Assessora Superior Inquisidora Gertrude, sugerindo que nos preparássemos para batalha. Suas motivações são desconhecidas.""",[=UP],「剛才，我們接到了格德魯特上級輔佐官的建議，要求我們切換為準戰鬥部署。其理由不明。」,「刚才，我们接到了格德鲁特上级辅佐官的建议，要求我们切换为准战斗部署。其理由不明。」,[=UP],[=UP],[=UP]
{f:5:Lambdadelta},"""From Gertrude? .........Heheh. Then follow that recommendation. A party's more fun once you liven things up...!""","""From Gertrude? ......Heheh. Then follow that recommendation. A party's more fun once you liven things up...!"" ",[=UP],「ガートルードが？………ふふん。じゃあ、勧告に従っちゃいなさい。パーティーは賑やかな方がいいってことでしょ…！」,「ガートルードが？　………ふふん。じゃあ、勧告に従っちゃいなさい。パーティーは賑やかな方がいいってことでしょ…！」,"""От Гертруды? .........Хе‐хех. Тогда следуй этой рекомендации. Если оживить вечеринку, она станет ещё веселее!..""","""Da Gertrude? .........Heheh. Então sigam a recomendação. Quanto mais animada, melhor fica a festa...!""",[=UP],「格德魯特？………呵呵。那，你們就採納她的建議吧。Party 就是要熱鬧才好吧…！」,「格德鲁特？………呵呵。那，你们就采纳她的建议吧。Party 就是要热闹才好吧…！」,[=UP],[=UP],[=UP]
Chiester00,"""Understood, ma'am. .........00 calling Chiester17, Chiester38, Chiester45: Issuing Code R alert. Standby level 2.""","""Understood. ......00 calling Chiester 17, Chiester 38, Chiester 45, Code R, be on your guards. Transmitting level 2 alert."" ","""Understood. .........00 calling Siesta 17, Siesta 38, Siesta 45, Code R, be on your guards. Transmitting level 2 alert.""",「了解であります。…………００より、シエスタ１７、シエスタ３８、シエスタ４５、コードＲ、警戒発令。レベル２で待機を伝達。」,「了解であります。…………００より、シエスタ１７、シエスタ３８、シエスタ４５、コードＲ、警戒発令。レベル２で待機を伝達」,"""Поняла. ........00 вызывает Чиесту 17, Чиесту 38, Чиесту 45, Код R, будьте настороже. Передача второй степени готовности.""","""Sim senhora! .........00 chamando Chiester17, Chiester38, Chiester45:  emitindo Alerta de Atenção {i:Code R}. Transmitindo alerta nível 2.""",[=UP],「了解。…………00 呼叫謝絲塔 17、謝絲塔 38、謝絲塔 45，代號 R，發佈警戒命令。進入 2 級警戒狀態，原地待命。」,「了解。…………00 呼叫谢丝塔 17、谢丝塔 38、谢丝塔 45，代号 R，发布警戒命令。进入 2 级警戒状态，原地待命。」,[=UP],[=UP],[=UP]
,"""17, copy.""","""17, <copy>."" ","""17, copy."" ",「１７、コピー。」,「１７、コピー」,"""17, копирую.""","""17, {i:copy}.""",[=UP],「17，收到。」,[=CHT],[=UP],[=UP],[=UP]
,"""38, copy.""","""38, <copy>."" ","""38, copy."" ",「３８、コピー。」,「３８、コピー」,"""38, копирую.""","""38, {i:copy}.""",[=UP],「38，收到。」,[=CHT],[=UP],[=UP],[=UP]
Chiester45,"""45, understood...!""","""45, understood...!"" ",[=UP],「４５ッ、了解…！」,[=JP],"""45, поняла!..""","""45, entendido...!""",[=UP],「45，了解…！」,[=CHT],[=UP],[=UP],[=UP]
Chiester410,"""Would've been cooler if you'd just said ""copy"" nyeh.""","""It'd have been so much cooler if you'd said <copy> too nyeh."" ","""It'd have been so much cooler if you'd said 'copy' nyeh.""",「そこでコピーと言えばカッコイイのににぇ。」,「そこでコピーと言えばカッコイイのににぇ」,"""Было бы гораздо круче, если бы ты сказала 'копирую', нье.""","""Teria sido mais legal se você tivesse dito {i:copy}, nyeh.""",[=UP],「在這兒明明說收到比較帥捏。」,「在这儿明明说收到比较帅捏。」,[=UP],[=UP],[=UP]
Chiester45,"""I, I panicked...!""","""Ah, I just got nervous...!"" ","""Ah, I just got nervous...!""",「あ、焦っちゃってついっ…！」,[=JP],"""А‐а, просто я нервничаю!..""","""E‐Eu fiquei em pânico...!""",[=UP],「啊，一下子慌了…！」,[=CHT],[=UP],[=UP],[=UP]
Chiester410,"""Ah, right, 45. Come over here a second.""","""Ah, right. 45, come over here a second."" ","""Ah, right. 45, come over here a second.""",「そうそう４５、ちょっとこっち来て。」,「そうそう４５、ちょっとこっち来て」,"""О, точно. 45, подойди на секунду.""","""Ah, certo, 45. Vem aqui um minutinho.""",[=UP],「對了對了 45，過來一下。」,「对了对了 45，过来一下。」,[=UP],[=UP],[=UP]
Chiester45,"""Wh‐...what is it? H‐hey, we're on duty...! Stop, don't play with my ears...!""","""Wh-What is it? H-Hey, we're on the job...! Stop, don't play with my ears...!"" ","""Wh, ...what is it? H, hey, we're working now...! Stop, don't play with my ears...!""",「な、…何です？ちょ、ちょっと、任務中です…！　ダメッ、耳をいじんないでェ…！」,「な、…何です？　ちょ、ちょっと、任務中です…！　ダメッ、耳をいじんないでェ…！」,"""Ч‐что такое? Э... эй, мы сейчас на работе!.. Стой, не играй с моими ушами!..""","""O‐...O que foi? E‐Ei, estamos em serviço...! Pare, não brinque com as minhas orelhas...!""",[=UP],「什、…什麼？等、等等，現在在執行任務…！不行，不要碰耳朵…！」,「什、…什么？等、等等，现在在执行任务…！不行，不要碰耳朵…！」,[=UP],[=UP],[=UP]
Chiester410,"""Your ears. Better fold them down nyeh.""","""Your ears. Better fold them down nyeh."" ",[=UP],「耳。折っとくにぇ。」,「耳。折っとくにぇ」,"""Уши. Лучше сложи их, нье.""","""Suas orelhas... É melhor dobrá‐las, nyeh.""",[=UP],「耳朵。折起來捏。」,「耳朵。折起来捏。」,[=UP],[=UP],[=UP]
Furudo Erika,""".........What did you say...?! You're kidding, right? That's impossible...!""","""......What did you say...?! You're kidding, right? That's impossible...!"" ",[=UP],「………何ですって…？！　冗談でしょう？　ありえない…！」,[=JP],""".........Что ты сказала?! Это что, шутка? Такое невозможно!..""",""".........O que disse...?! Está brincando, né? Isso é impossível...!""",[=UP],「………你說什麼…？！開玩笑吧？不可能的…！」,「………你说什么…？！开玩笑吧？不可能的…！」,[=UP],[=UP],[=UP]
